Date,Exchange Rate
Daily,/ US$ 
12-Jul-2018,121.546500
11-Jul-2018,121.546200
10-Jul-2018,121.546900
09-Jul-2018,121.538200
06-Jul-2018,121.547400
05-Jul-2018,121.548600
04-Jul-2018,121.546400
03-Jul-2018,121.543700
29-Jun-2018,121.497200
28-Jun-2018,121.547500
27-Jun-2018,121.541000
26-Jun-2018,121.542500
25-Jun-2018,121.506900
22-Jun-2018,121.505700
21-Jun-2018,121.465600
20-Jun-2018,121.465100
19-Jun-2018,121.730000
14-Jun-2018,121.391200
13-Jun-2018,120.390000
12-Jun-2018,119.999400
11-Jun-2018,119.835600
08-Jun-2018,115.618500
07-Jun-2018,115.605600
06-Jun-2018,115.618400
05-Jun-2018,115.618400
04-Jun-2018,115.618700
01-Jun-2018,115.618000
31-May-2018,115.603500
30-May-2018,115.618100
29-May-2018,115.619500
28-May-2018,115.635900
25-May-2018,115.618700
24-May-2018,115.618300
23-May-2018,115.618500
22-May-2018,115.618300
21-May-2018,115.618000
18-May-2018,115.592300
16-May-2018,115.617900
15-May-2018,115.618200
14-May-2018,115.618100
11-May-2018,115.617200
10-May-2018,115.618300
09-May-2018,115.618300
08-May-2018,115.618200
07-May-2018,115.617300
04-May-2018,115.616600
03-May-2018,115.614500
02-May-2018,115.617700
30-Apr-2018,115.616800
27-Apr-2018,115.616300
26-Apr-2018,115.618700
25-Apr-2018,115.617600
24-Apr-2018,115.617700
23-Apr-2018,115.618500
20-Apr-2018,115.617700
19-Apr-2018,115.615900
18-Apr-2018,115.616300
17-Apr-2018,115.614900
16-Apr-2018,115.614700
13-Apr-2018,115.612100
12-Apr-2018,115.611900
11-Apr-2018,115.611600
10-Apr-2018,115.610800
09-Apr-2018,115.612600
06-Apr-2018,115.593300
05-Apr-2018,115.607300
04-Apr-2018,115.612500
03-Apr-2018,115.595000
02-Apr-2018,115.506000
30-Mar-2018,115.499900
29-Mar-2018,115.496000
28-Mar-2018,115.495200
27-Mar-2018,115.500400
26-Mar-2018,115.479500
22-Mar-2018,115.403300
21-Mar-2018,115.141600
20-Mar-2018,115.007300
19-Mar-2018,110.577600
16-Mar-2018,110.577600
15-Mar-2018,110.573000
14-Mar-2018,110.575900
13-Mar-2018,110.577700
12-Mar-2018,110.570800
09-Mar-2018,110.555300
08-Mar-2018,110.570900
07-Mar-2018,110.576600
06-Mar-2018,110.575200
05-Mar-2018,110.577200
02-Mar-2018,110.566900
01-Mar-2018,110.579300
28-Feb-2018,110.577400
27-Feb-2018,110.581300
26-Feb-2018,110.585100
23-Feb-2018,110.579000
22-Feb-2018,110.577300
21-Feb-2018,110.577800
20-Feb-2018,110.575600
19-Feb-2018,110.572600
16-Feb-2018,110.555100
15-Feb-2018,110.544800
14-Feb-2018,110.549200
13-Feb-2018,110.555700
12-Feb-2018,110.557100
09-Feb-2018,110.551700
08-Feb-2018,110.548500
07-Feb-2018,110.550800
06-Feb-2018,110.547800
02-Feb-2018,110.559400
01-Feb-2018,110.553800
31-Jan-2018,110.550500
30-Jan-2018,110.550000
29-Jan-2018,110.548200
26-Jan-2018,110.547700
25-Jan-2018,110.547200
24-Jan-2018,110.545100
23-Jan-2018,110.547800
22-Jan-2018,110.547800
19-Jan-2018,110.537900
18-Jan-2018,110.547100
17-Jan-2018,110.545500
16-Jan-2018,110.546900
15-Jan-2018,110.554800
12-Jan-2018,110.547000
11-Jan-2018,110.543900
10-Jan-2018,110.545700
09-Jan-2018,110.545600
08-Jan-2018,110.557600
05-Jan-2018,110.539200
04-Jan-2018,110.537700
03-Jan-2018,110.526200
02-Jan-2018,110.521700
29-Dec-2017,110.417200
28-Dec-2017,110.527400
27-Dec-2017,110.487800
26-Dec-2017,110.502500
22-Dec-2017,110.409900
21-Dec-2017,110.496100
20-Dec-2017,110.506400
19-Dec-2017,110.529400
18-Dec-2017,110.490400
15-Dec-2017,110.435700
14-Dec-2017,110.094500
13-Dec-2017,110.521700
12-Dec-2017,110.639900
11-Dec-2017,108.416200
08-Dec-2017,106.996300
07-Dec-2017,105.544600
06-Dec-2017,105.549900
05-Dec-2017,105.529800
04-Dec-2017,105.511300
30-Nov-2017,105.506200
29-Nov-2017,105.476500
28-Nov-2017,105.498200
27-Nov-2017,105.515300
24-Nov-2017,105.513600
23-Nov-2017,105.503500
22-Nov-2017,105.488600
21-Nov-2017,105.477500
20-Nov-2017,105.465200
17-Nov-2017,105.450100
16-Nov-2017,105.457900
15-Nov-2017,105.453200
14-Nov-2017,105.451800
13-Nov-2017,105.439400
10-Nov-2017,105.410300
09-Nov-2017,105.442100
08-Nov-2017,105.442700
07-Nov-2017,105.444600
06-Nov-2017,105.444100
03-Nov-2017,105.397300
02-Nov-2017,105.382500
01-Nov-2017,105.375500
31-Oct-2017,105.360800
30-Oct-2017,105.422300
27-Oct-2017,105.406800
26-Oct-2017,105.438300
25-Oct-2017,105.450500
24-Oct-2017,105.445400
23-Oct-2017,105.436200
20-Oct-2017,105.433000
19-Oct-2017,105.418200
18-Oct-2017,105.406800
17-Oct-2017,105.411900
16-Oct-2017,105.401300
13-Oct-2017,105.354700
12-Oct-2017,105.391800
11-Oct-2017,105.420000
10-Oct-2017,105.439600
09-Oct-2017,105.434000
06-Oct-2017,105.423800
05-Oct-2017,105.405900
04-Oct-2017,105.410400
03-Oct-2017,105.423400
02-Oct-2017,105.426600
29-Sep-2017,105.409400
28-Sep-2017,105.416600
27-Sep-2017,105.428700
26-Sep-2017,105.426600
25-Sep-2017,105.421900
22-Sep-2017,105.418000
21-Sep-2017,105.414000
20-Sep-2017,105.406800
19-Sep-2017,105.410400
18-Sep-2017,105.409400
15-Sep-2017,105.406400
14-Sep-2017,105.406400
13-Sep-2017,105.408500
12-Sep-2017,105.407300
11-Sep-2017,105.402400
08-Sep-2017,105.412200
07-Sep-2017,105.407500
06-Sep-2017,105.402900
05-Sep-2017,105.406700
31-Aug-2017,105.395100
30-Aug-2017,105.295100
29-Aug-2017,105.325900
28-Aug-2017,105.395200
25-Aug-2017,105.394100
24-Aug-2017,105.394900
23-Aug-2017,105.403000
22-Aug-2017,105.406300
21-Aug-2017,105.402200
18-Aug-2017,105.399100
17-Aug-2017,105.396900
16-Aug-2017,105.401700
15-Aug-2017,105.404300
11-Aug-2017,105.398700
10-Aug-2017,105.398400
09-Aug-2017,105.398100
08-Aug-2017,105.397500
07-Aug-2017,105.396900
04-Aug-2017,105.396900
03-Aug-2017,105.396000
02-Aug-2017,105.396400
01-Aug-2017,105.395800
31-Jul-2017,105.398200
28-Jul-2017,105.404700
27-Jul-2017,105.396100
26-Jul-2017,105.346700
25-Jul-2017,105.399700
24-Jul-2017,105.400200
21-Jul-2017,105.391700
20-Jul-2017,105.340400
19-Jul-2017,105.250600
18-Jul-2017,105.398200
17-Jul-2017,105.391600
14-Jul-2017,105.382500
13-Jul-2017,105.325900
12-Jul-2017,105.320100
11-Jul-2017,105.326700
10-Jul-2017,105.216600
07-Jul-2017,106.179100
06-Jul-2017,105.702500
05-Jul-2017,108.245500
04-Jul-2017,104.903800
30-Jun-2017,104.854000
29-Jun-2017,104.901600
23-Jun-2017,104.890500
22-Jun-2017,104.875700
21-Jun-2017,104.889400
20-Jun-2017,104.888700
19-Jun-2017,104.893000
16-Jun-2017,104.878700
15-Jun-2017,104.875300
14-Jun-2017,104.879900
13-Jun-2017,104.875100
12-Jun-2017,104.869200
09-Jun-2017,104.866800
08-Jun-2017,104.862100
07-Jun-2017,104.856600
06-Jun-2017,104.871400
05-Jun-2017,104.860700
02-Jun-2017,104.863100
01-Jun-2017,104.866300
31-May-2017,104.855600
30-May-2017,104.868000
26-May-2017,104.861800
25-May-2017,104.869100
24-May-2017,104.862200
23-May-2017,104.867200
22-May-2017,104.870000
19-May-2017,104.858200
18-May-2017,104.860500
17-May-2017,104.851500
16-May-2017,104.848200
15-May-2017,104.838700
12-May-2017,104.806600
11-May-2017,104.793700
10-May-2017,104.816700
09-May-2017,104.854900
08-May-2017,104.856200
05-May-2017,104.847200
04-May-2017,104.840700
03-May-2017,104.832600
02-May-2017,104.813200
28-Apr-2017,104.806500
27-Apr-2017,104.793100
26-Apr-2017,104.838600
25-Apr-2017,104.849800
24-Apr-2017,104.846600
21-Apr-2017,104.821200
20-Apr-2017,104.854600
19-Apr-2017,104.863100
18-Apr-2017,104.866700
17-Apr-2017,104.864400
14-Apr-2017,104.865200
13-Apr-2017,104.860200
12-Apr-2017,104.860200
11-Apr-2017,104.858700
10-Apr-2017,104.858100
07-Apr-2017,104.850500
06-Apr-2017,104.846400
05-Apr-2017,104.855500
04-Apr-2017,104.856300
03-Apr-2017,104.855600
31-Mar-2017,104.845800
30-Mar-2017,104.847700
29-Mar-2017,104.854900
28-Mar-2017,104.855700
27-Mar-2017,104.850200
24-Mar-2017,104.844900
22-Mar-2017,104.855100
21-Mar-2017,104.857300
20-Mar-2017,104.856100
17-Mar-2017,104.854000
16-Mar-2017,104.852700
15-Mar-2017,104.847400
14-Mar-2017,104.847700
13-Mar-2017,104.849300
10-Mar-2017,104.848600
09-Mar-2017,104.846900
08-Mar-2017,104.843400
07-Mar-2017,104.844100
06-Mar-2017,104.853700
03-Mar-2017,104.851800
02-Mar-2017,104.844200
01-Mar-2017,104.835000
28-Feb-2017,104.843500
27-Feb-2017,104.855800
24-Feb-2017,104.851900
23-Feb-2017,104.852300
22-Feb-2017,104.855000
21-Feb-2017,104.855100
20-Feb-2017,104.851600
17-Feb-2017,104.828500
16-Feb-2017,104.827800
15-Feb-2017,104.818700
14-Feb-2017,104.815700
13-Feb-2017,104.809800
10-Feb-2017,104.791100
09-Feb-2017,104.804100
08-Feb-2017,104.813800
07-Feb-2017,104.809000
06-Feb-2017,104.816900
03-Feb-2017,104.785600
02-Feb-2017,104.804000
01-Feb-2017,104.806900
31-Jan-2017,104.844600
30-Jan-2017,104.840200
27-Jan-2017,104.855600
26-Jan-2017,104.851700
25-Jan-2017,104.855800
24-Jan-2017,104.853700
23-Jan-2017,104.857200
20-Jan-2017,104.855600
19-Jan-2017,104.854400
18-Jan-2017,104.846600
17-Jan-2017,104.852500
16-Jan-2017,104.862900
13-Jan-2017,104.849200
12-Jan-2017,104.849600
11-Jan-2017,104.848700
10-Jan-2017,104.846300
09-Jan-2017,104.830700
06-Jan-2017,104.787600
05-Jan-2017,104.813100
04-Jan-2017,104.845000
03-Jan-2017,104.842700
30-Dec-2016,104.598500
29-Dec-2016,104.854900
28-Dec-2016,104.858000
27-Dec-2016,104.858200
26-Dec-2016,104.856900
23-Dec-2016,104.850100
22-Dec-2016,104.850200
21-Dec-2016,104.851900
20-Dec-2016,104.849500
19-Dec-2016,104.848900
16-Dec-2016,104.847100
15-Dec-2016,104.850000
14-Dec-2016,104.849000
13-Dec-2016,104.845400
09-Dec-2016,104.788400
08-Dec-2016,104.758900
07-Dec-2016,104.775900
06-Dec-2016,104.805800
05-Dec-2016,104.823200
02-Dec-2016,104.828300
01-Dec-2016,104.830000
30-Nov-2016,104.836400
29-Nov-2016,104.847300
28-Nov-2016,104.842500
25-Nov-2016,104.848100
24-Nov-2016,104.835600
23-Nov-2016,104.848200
22-Nov-2016,104.850700
21-Nov-2016,104.843900
18-Nov-2016,104.842400
17-Nov-2016,104.840700
16-Nov-2016,104.818700
15-Nov-2016,104.784500
14-Nov-2016,104.826300
11-Nov-2016,104.775300
10-Nov-2016,104.713700
09-Nov-2016,104.711300
08-Nov-2016,104.713500
07-Nov-2016,104.740500
04-Nov-2016,104.759900
03-Nov-2016,104.772400
02-Nov-2016,104.825100
01-Nov-2016,104.812300
31-Oct-2016,104.845800
28-Oct-2016,104.844000
27-Oct-2016,104.834700
26-Oct-2016,104.777000
25-Oct-2016,104.844900
24-Oct-2016,104.847700
21-Oct-2016,104.812100
20-Oct-2016,104.757200
19-Oct-2016,104.691800
18-Oct-2016,104.733000
17-Oct-2016,104.779800
14-Oct-2016,104.722700
13-Oct-2016,104.696100
10-Oct-2016,104.649600
07-Oct-2016,104.688300
06-Oct-2016,104.543400
05-Oct-2016,104.554300
04-Oct-2016,104.570900
03-Oct-2016,104.542000
30-Sep-2016,104.621400
29-Sep-2016,104.728500
28-Sep-2016,104.728300
27-Sep-2016,104.759600
26-Sep-2016,104.841200
23-Sep-2016,104.843500
22-Sep-2016,104.803300
21-Sep-2016,104.765600
20-Sep-2016,104.641200
19-Sep-2016,104.609500
16-Sep-2016,104.580700
15-Sep-2016,104.655200
09-Sep-2016,104.331600
08-Sep-2016,104.378900
07-Sep-2016,104.442900
06-Sep-2016,104.661900
05-Sep-2016,104.468200
02-Sep-2016,104.469900
01-Sep-2016,104.697400
31-Aug-2016,104.796500
30-Aug-2016,104.824900
29-Aug-2016,104.834000
26-Aug-2016,104.816700
25-Aug-2016,104.796700
24-Aug-2016,104.786900
23-Aug-2016,104.819700
22-Aug-2016,104.836000
19-Aug-2016,104.708100
18-Aug-2016,104.721400
17-Aug-2016,104.710400
16-Aug-2016,104.719000
15-Aug-2016,104.702400
12-Aug-2016,104.659300
11-Aug-2016,104.586500
10-Aug-2016,104.618100
09-Aug-2016,104.613400
08-Aug-2016,104.730800
05-Aug-2016,104.623000
04-Aug-2016,104.562900
03-Aug-2016,104.662300
02-Aug-2016,104.837800
01-Aug-2016,104.850700
29-Jul-2016,104.848300
28-Jul-2016,104.847500
27-Jul-2016,104.852500
26-Jul-2016,104.844400
25-Jul-2016,104.856400
22-Jul-2016,104.848600
21-Jul-2016,104.846200
20-Jul-2016,104.835000
19-Jul-2016,104.852700
18-Jul-2016,104.857700
15-Jul-2016,104.840400
14-Jul-2016,104.855800
13-Jul-2016,104.855600
12-Jul-2016,104.843300
11-Jul-2016,104.853500
04-Jul-2016,104.935500
30-Jun-2016,104.834400
29-Jun-2016,104.730700
28-Jun-2016,104.750700
27-Jun-2016,104.822000
24-Jun-2016,104.825800
23-Jun-2016,104.774000
22-Jun-2016,104.738800
21-Jun-2016,104.728300
20-Jun-2016,104.753600
17-Jun-2016,104.738100
16-Jun-2016,104.674300
15-Jun-2016,104.605000
14-Jun-2016,104.674800
13-Jun-2016,104.611600
10-Jun-2016,104.230600
09-Jun-2016,104.403400
08-Jun-2016,104.565800
06-Jun-2016,104.648300
03-Jun-2016,104.637900
02-Jun-2016,104.716100
01-Jun-2016,104.804300
31-May-2016,104.857700
30-May-2016,104.855400
27-May-2016,104.843700
26-May-2016,104.817700
25-May-2016,104.801700
24-May-2016,104.811400
23-May-2016,104.850300
20-May-2016,104.816400
19-May-2016,104.786100
18-May-2016,104.745800
17-May-2016,104.744800
16-May-2016,104.757600
13-May-2016,104.676700
12-May-2016,104.687400
11-May-2016,104.675500
10-May-2016,104.681700
09-May-2016,104.726300
06-May-2016,104.686400
05-May-2016,104.686500
04-May-2016,104.709400
03-May-2016,104.787500
02-May-2016,104.770100
29-Apr-2016,104.814600
28-Apr-2016,104.845000
27-Apr-2016,104.844200
26-Apr-2016,104.827600
25-Apr-2016,104.790200
22-Apr-2016,104.766100
21-Apr-2016,104.743700
20-Apr-2016,104.746000
19-Apr-2016,104.787800
18-Apr-2016,104.756800
15-Apr-2016,104.716000
14-Apr-2016,104.693200
13-Apr-2016,104.710700
12-Apr-2016,104.735500
11-Apr-2016,104.742300
08-Apr-2016,104.695000
07-Apr-2016,104.692500
06-Apr-2016,104.697100
05-Apr-2016,104.679100
04-Apr-2016,104.707300
01-Apr-2016,104.729400
31-Mar-2016,104.754800
30-Mar-2016,104.748000
29-Mar-2016,104.740500
28-Mar-2016,104.736700
25-Mar-2016,104.744500
24-Mar-2016,104.756100
22-Mar-2016,104.763500
21-Mar-2016,104.747000
18-Mar-2016,104.687300
17-Mar-2016,104.685000
16-Mar-2016,104.657700
15-Mar-2016,104.675500
14-Mar-2016,104.690700
11-Mar-2016,104.674900
10-Mar-2016,104.719400
09-Mar-2016,104.736300
08-Mar-2016,104.746800
07-Mar-2016,104.732200
04-Mar-2016,104.777100
03-Mar-2016,104.800400
02-Mar-2016,104.741000
01-Mar-2016,104.756800
29-Feb-2016,104.693500
26-Feb-2016,104.614300
25-Feb-2016,104.627400
24-Feb-2016,104.677900
23-Feb-2016,104.792900
22-Feb-2016,104.845600
19-Feb-2016,104.790700
18-Feb-2016,104.812500
17-Feb-2016,104.782900
16-Feb-2016,104.724000
15-Feb-2016,104.705900
12-Feb-2016,104.551700
11-Feb-2016,104.680000
10-Feb-2016,104.678500
09-Feb-2016,104.749200
08-Feb-2016,104.130600
04-Feb-2016,104.563600
03-Feb-2016,104.799100
02-Feb-2016,104.931500
01-Feb-2016,104.933100
29-Jan-2016,104.920700
28-Jan-2016,104.944400
27-Jan-2016,104.943500
26-Jan-2016,104.943800
25-Jan-2016,104.945400
22-Jan-2016,104.936700
21-Jan-2016,104.920200
20-Jan-2016,104.933800
19-Jan-2016,104.943100
18-Jan-2016,104.944500
15-Jan-2016,104.920500
14-Jan-2016,104.936300
13-Jan-2016,104.944500
12-Jan-2016,104.934400
11-Jan-2016,104.941900
08-Jan-2016,104.937100
07-Jan-2016,104.937400
06-Jan-2016,104.916300
05-Jan-2016,104.930100
04-Jan-2016,104.885500
31-Dec-2015,104.740960
30-Dec-2015,104.871500
29-Dec-2015,104.843200
28-Dec-2015,104.935400
23-Dec-2015,104.780900
22-Dec-2015,104.858000
21-Dec-2015,104.928400
18-Dec-2015,104.717000
17-Dec-2015,104.830300
16-Dec-2015,104.854600
15-Dec-2015,104.948400
14-Dec-2015,104.366100
11-Dec-2015,104.258400
10-Dec-2015,104.027200
09-Dec-2015,103.823400
08-Dec-2015,103.853800
07-Dec-2015,104.915600
04-Dec-2015,105.385000
03-Dec-2015,105.532200
02-Dec-2015,105.514000
01-Dec-2015,105.519800
30-Nov-2015,105.498700
27-Nov-2015,105.504900
26-Nov-2015,105.510800
25-Nov-2015,105.495600
24-Nov-2015,105.500900
23-Nov-2015,105.504000
20-Nov-2015,105.495800
19-Nov-2015,105.496700
18-Nov-2015,105.485700
17-Nov-2015,105.457400
16-Nov-2015,105.454000
13-Nov-2015,105.433900
12-Nov-2015,105.453500
11-Nov-2015,105.472700
10-Nov-2015,105.529000
09-Nov-2015,105.511000
06-Nov-2015,105.503500
05-Nov-2015,105.513500
04-Nov-2015,105.497200
03-Nov-2015,105.497500
02-Nov-2015,105.494100
30-Oct-2015,105.452800
29-Oct-2015,105.503300
28-Oct-2015,105.516400
27-Oct-2015,105.243800
26-Oct-2015,104.482500
22-Oct-2015,104.443100
21-Oct-2015,104.429200
20-Oct-2015,104.406600
19-Oct-2015,104.431600
16-Oct-2015,104.374800
15-Oct-2015,104.374500
14-Oct-2015,104.420800
13-Oct-2015,104.426900
12-Oct-2015,104.443000
09-Oct-2015,104.434900
08-Oct-2015,104.427600
07-Oct-2015,104.469700
06-Oct-2015,104.484500
05-Oct-2015,104.510000
02-Oct-2015,104.508500
01-Oct-2015,104.507100
30-Sep-2015,104.511700
29-Sep-2015,104.504000
28-Sep-2015,104.500400
23-Sep-2015,104.427500
22-Sep-2015,104.384500
21-Sep-2015,104.373000
18-Sep-2015,104.383300
17-Sep-2015,104.373100
16-Sep-2015,104.372500
15-Sep-2015,104.356300
14-Sep-2015,104.386100
11-Sep-2015,104.436500
10-Sep-2015,104.334000
09-Sep-2015,104.378000
08-Sep-2015,104.447200
07-Sep-2015,104.324300
04-Sep-2015,104.253800
03-Sep-2015,104.234400
02-Sep-2015,104.209300
01-Sep-2015,104.208300
31-Aug-2015,104.190700
28-Aug-2015,103.999200
27-Aug-2015,104.023800
26-Aug-2015,104.137100
25-Aug-2015,104.280800
24-Aug-2015,103.881200
21-Aug-2015,102.024600
20-Aug-2015,101.930500
19-Aug-2015,101.897600
18-Aug-2015,101.966800
17-Aug-2015,101.967100
13-Aug-2015,101.845200
12-Aug-2015,101.815000
11-Aug-2015,101.816700
10-Aug-2015,101.834900
07-Aug-2015,101.816400
06-Aug-2015,101.797100
05-Aug-2015,101.812700
04-Aug-2015,101.839600
03-Aug-2015,101.843200
31-Jul-2015,101.790700
30-Jul-2015,101.792200
29-Jul-2015,101.818200
28-Jul-2015,101.834000
27-Jul-2015,101.831800
24-Jul-2015,101.824300
23-Jul-2015,101.829900
22-Jul-2015,101.875200
16-Jul-2015,101.802900
15-Jul-2015,101.728500
14-Jul-2015,101.746700
13-Jul-2015,101.742100
10-Jul-2015,101.702500
09-Jul-2015,101.738600
08-Jul-2015,101.758900
07-Jul-2015,101.780900
06-Jul-2015,101.791000
03-Jul-2015,101.747400
02-Jul-2015,101.758700
